User,User (Team),Player 1 (Captain),Player 2 (Vice Captain),Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11
CHAUHA1409HI,CHAUHA1409HI (1),Bruno Martins Indi,Ibrahim Sangare,Armando Obispo,Fredrik Midtsjo,Jesper Karlsson,Jordy Clasie,Mario Gotze,Peter Vindahl,Ritsu Doan,Vangelis Pavlidis,Yukinari Sugawara
CHAYAN2512,CHAYAN2512 (1),Phillipp Mwene,Mauro Junior,Armando Obispo,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Hakon Evjen,Jordan Teze,Mario Gotze,Olivier Boscagli,Peter Vindahl
CHAYAN2512,CHAYAN2512 (2),Ritsu Doan,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Joey Veerman,Jordan Teze,Mario Gotze,Mauro Junior,Peter Vindahl,Phillipp Mwene,Vangelis Pavlidis
Chennai Supeur Lions,"Chennai Supeur Lions
(1)",Jesper Karlsson,Dani De Wit,Bruno Martins Indi,Cody Gakpo,Joey Veerman,Owen Wijndal,Pantelis Chatzidiakos,Ritsu Doan,Vangelis Pavlidis,Yukinari Sugawara,Yvon Mvogo
CHETRYJ Juniors,CHETRYJ Juniors (1),Cody Gakpo,Phillipp Mwene,Armando Obispo,Bruno Martins Indi,Dani De Wit,Jordy Clasie,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl,Ritsu Doan
Chinna D 0206,Chinna D 0206 (1),Cody Gakpo,Phillipp Mwene,Bruno Martins Indi,Dani De Wit,Fredrik Midtsjo,Ibrahim Sangare,Mario Gotze,Mauro Junior,Peter Vindahl,Vangelis Pavlidis,Yukinari Sugawara
chippu 999,chippu 999 (1),Ibrahim Sangare,Mario Gotze,Armando Obispo,Bruno Martins Indi,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Jordan Teze,Mauro Junior,Olivier Boscagli,Peter Vindahl
chippu 999,chippu 999 (2),Cody Gakpo,Mario Gotze,Armando Obispo,Bruno Martins Indi,Dani De Wit,Fredrik Midtsjo,Ibrahim Sangare,Jordan Teze,Mauro Junior,Olivier Boscagli,Peter Vindahl
chippu 999,chippu 999 (3),Cody Gakpo,Ibrahim Sangare,Armando Obispo,Bruno Martins Indi,Dani De Wit,Fredrik Midtsjo,Jordan Teze,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl
chippu 999,chippu 999 (4),Mario Gotze,Mauro Junior,Armando Obispo,Bruno Martins Indi,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Ibrahim Sangare,Jordan Teze,Olivier Boscagli,Peter Vindahl
CHIPPU49,CHIPPU49 (1),Joey Veerman,Ritsu Doan,Dani De Wit,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene
CHIPPU49,CHIPPU49 (2),Joey Veerman,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene
CHIPPU49,CHIPPU49 (3),Phillipp Mwene,Cody Gakpo,Armando Obispo,Dani De Wit,Jesper Karlsson,Jordan Teze,Jordy Clasie,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl
CHIPPU49,CHIPPU49 (4),Ritsu Doan,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene
CHIPPU49,CHIPPU49 (5),Mario Gotze,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene,Ritsu Doan
CHIPPU49,CHIPPU49 (6),Ritsu Doan,Phillipp Mwene,Armando Obispo,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Jordy Clasie,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl
CHIPPU49,CHIPPU49 (7),Cody Gakpo,Phillipp Mwene,Armando Obispo,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Jordy Clasie,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl
CHIPPU49,CHIPPU49 (8),Ritsu Doan,Cody Gakpo,Armando Obispo,Fredrik Midtsjo,Jordan Teze,Jordy Clasie,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene,Vangelis Pavlidis
CHIPPU49,CHIPPU49 (9),Cody Gakpo,Ritsu Doan,Armando Obispo,Fredrik Midtsjo,Jesper Karlsson,Jordan Teze,Jordy Clasie,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene
CHIPPU49,CHIPPU49 (10),Cody Gakpo,Jesper Karlsson,Ibrahim Sangare,Joey Veerman,Jordy Clasie,Mario Gotze,Mauro Junior,Peter Vindahl,Phillipp Mwene,Ritsu Doan,Yukinari Sugawara
CHIPPU49,CHIPPU49 (11),Cody Gakpo,Vangelis Pavlidis,Ibrahim Sangare,Joey Veerman,Jordy Clasie,Mario Gotze,Mauro Junior,Peter Vindahl,Phillipp Mwene,Ritsu Doan,Yukinari Sugawara
CHIRR167ST,CHIRR167ST (1),Jesper Karlsson,Vangelis Pavlidis,Cody Gakpo,Dani De Wit,Ibrahim Sangare,Jordy Clasie,Mario Gotze,Olivier Boscagli,Peter Vindahl,Phillipp Mwene,Yukinari Sugawara
CHIRR167ST,CHIRR167ST (2),Cody Gakpo,Jesper Karlsson,Dani De Wit,Hakon Evjen,Mario Gotze,Mauro Junior,Pantelis Chatzidiakos,Phillipp Mwene,Ritsu Doan,Vangelis Pavlidis,Yvon Mvogo
CHIRR167ST,CHIRR167ST (3),Mario Gotze,Ibrahim Sangare,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene,Ritsu Doan,Vangelis Pavlidis
chithiran,chithiran (1),Cody Gakpo,Jesper Karlsson,Armando Obispo,Bruno Martins Indi,Dani De Wit,Ibrahim Sangare,Mario Gotze,Mauro Junior,Owen Wijndal,Ritsu Doan,Yvon Mvogo
CHOOTAN,CHOOTAN (1),Cody Gakpo,Ibrahim Sangare,Bruno Martins Indi,Jordy Clasie,Mario Gotze,Mauro Junior,Pantelis Chatzidiakos,Peter Vindahl,Ritsu Doan,Vangelis Pavlidis,Yukinari Sugawara
"CHOTELA GUNNERS
175941","CHOTELA GUNNERS
175941 (1)",Hakon Evjen,Mario Gotze,Cody Gakpo,Dani De Wit,Fredrik Midtsjo,Mauro Junior,Pantelis Chatzidiakos,Ritsu Doan,Vangelis Pavlidis,Yukinari Sugawara,Yvon Mvogo
chotu86,chotu86 (1),Joey Veerman,Vangelis Pavlidis,Cody Gakpo,Hakon Evjen,Ibrahim Sangare,Mario Gotze,Mauro Junior,Peter Vindahl,Phillipp Mwene,Ritsu Doan,Yukinari Sugawara
CHOWDH1119RS,CHOWDH1119RS (1),Cody Gakpo,Mario Gotze,Bruno Martins Indi,Ibrahim Sangare,Jesper Karlsson,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene,Ritsu Doan,Vangelis Pavlidis
Chunzz,Chunzz (1),Cody Gakpo,Ibrahim Sangare,Bruno Martins Indi,Dani De Wit,Fredrik Midtsjo,Mario Gotze,Mauro Junior,Peter Vindahl,Phillipp Mwene,Vangelis Pavlidis,Yukinari Sugawara
CK11035 Veterans,CK11035 Veterans (1),Cody Gakpo,Phillipp Mwene,Bruno Martins Indi,Dani De Wit,Ibrahim Sangare,Jesper Karlsson,Mario Gotze,Mauro Junior,Peter Vindahl,Vangelis Pavlidis,Yukinari Sugawara
CKRHT73,CKRHT73 (1),Phillipp Mwene,Ibrahim Sangare,Bruno Martins Indi,Cody Gakpo,Dani De Wit,Mario Gotze,Mauro Junior,Pantelis Chatzidiakos,Peter Vindahl,Vangelis Pavlidis,Yukinari Sugawara
CKSURAS KINGS,CKSURAS KINGS (1),Cody Gakpo,Peter Vindahl,Armando Obispo,Dani De Wit,Jesper Karlsson,Joey Veerman,Olivier Boscagli,Owen Wijndal,Phillipp Mwene,Ritsu Doan,Vangelis Pavlidis
Classys,Classys (1),Joey Veerman,Cody Gakpo,Dani De Wit,Ibrahim Sangare,Jesper Karlsson,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl,Phillipp Mwene,Yukinari Sugawara
Clem12,Clem12 (1),Cody Gakpo,Phillipp Mwene,Armando Obispo,Bruno Martins Indi,Dani De Wit,Ibrahim Sangare,Mario Gotze,Mauro Junior,Vangelis Pavlidis,Yukinari Sugawara,Yvon Mvogo
Clint609,Clint609 (1),Cody Gakpo,Vangelis Pavlidis,Armando Obispo,Dani De Wit,Ibrahim Sangare,Jesper Karlsson,Joey Veerman,Mario Gotze,Mauro Junior,Olivier Boscagli,Peter Vindahl
